epoch,step,train_acc,train_loss,val_acc,val_loss
0,9,,0.5683946013450623,,
0,19,,0.35167568922042847,,
0,29,,0.27489644289016724,,
0,39,,0.2688003182411194,,
0,49,,0.22423048317432404,,
0,59,,0.24434655904769897,,
0,69,,0.23338615894317627,,
0,79,,0.1906847506761551,,
0,89,,0.22849267721176147,,
0,99,,0.25973832607269287,,
0,109,,0.17468947172164917,,
0,119,,0.17909328639507294,,
0,129,,0.3500136137008667,,
0,139,,0.3759444057941437,,
0,149,,0.3425847887992859,,
0,159,,0.3624227046966553,,
0,169,,0.07544226944446564,,
0,179,,0.2842852473258972,,
0,189,,0.21875521540641785,,
0,199,,0.1893736720085144,,
0,209,,0.2100616693496704,,
0,219,,0.26160871982574463,,
0,229,,0.15961934626102448,,
0,239,,0.09309367090463638,,
0,249,,0.20320188999176025,,
0,259,,0.30873429775238037,,
0,269,,0.24150589108467102,,
0,279,,0.2111770510673523,,
0,289,,0.17896050214767456,,
0,299,,0.11891932785511017,,
0,309,,0.277042031288147,,
0,319,,0.20748551189899445,,
0,329,,0.12421947717666626,,
0,339,,0.17941105365753174,,
0,349,,0.16367292404174805,,
0,359,,0.10435372591018677,,
0,369,,0.13390666246414185,,
0,379,,0.224101722240448,,
0,389,,0.1877816915512085,,
0,399,,0.0905357077717781,,
0,409,,0.2167535424232483,,
0,419,,0.3119407296180725,,
0,429,,0.141556978225708,,
0,439,,0.14533981680870056,,
0,449,,0.18318170309066772,,
0,459,,0.2021091878414154,,
0,469,,0.1260954737663269,,
0,479,,0.07681311666965485,,
0,489,,0.2778150141239166,,
0,499,,0.20749041438102722,,
0,509,,0.29540401697158813,,
0,519,,0.1752808690071106,,
0,529,,0.20595631003379822,,
0,539,,0.335990846157074,,
0,549,,0.24733227491378784,,
0,559,,0.20938923954963684,,
0,569,,0.12911981344223022,,
0,579,,0.12498417496681213,,
0,589,,0.05703151226043701,,
0,599,,0.11083865165710449,,
0,609,,0.1641669124364853,,
0,619,,0.14907170832157135,,
0,629,,0.2549551725387573,,
0,639,,0.12524327635765076,,
0,649,,0.29595062136650085,,
0,659,,0.1273404061794281,,
0,669,,0.12036804854869843,,
0,679,,0.1472553014755249,,
0,689,,0.09629082679748535,,
0,699,,0.08344598114490509,,
0,709,,0.1267107129096985,,
0,719,,0.31615251302719116,,
0,729,,0.2802431583404541,,
0,739,,0.08654271811246872,,
0,749,,0.2061130553483963,,
0,759,,0.0987948402762413,,
0,769,,0.14584141969680786,,
0,779,,0.17162561416625977,,
0,789,,0.11805135011672974,,
0,799,,0.10525734722614288,,
0,809,,0.11665123701095581,,
0,819,,0.15180672705173492,,
0,829,,0.16217190027236938,,
0,839,,0.1550275832414627,,
0,849,,0.1829937994480133,,
0,859,,0.08267395198345184,,
0,869,,0.2654069662094116,,
0,879,,0.2880347967147827,,
0,889,,0.16266952455043793,,
0,899,,0.12170880287885666,,
0,909,,0.28724589943885803,,
0,919,,0.1705908477306366,,
0,929,,0.07555772364139557,,
0,939,,0.19652201235294342,,
0,949,,0.12643837928771973,,
0,959,,0.23230332136154175,,
0,969,,0.09862706065177917,,
0,979,,0.17809101939201355,,
0,989,,0.281730055809021,,
0,999,,0.10392777621746063,,
0,1009,,0.09998079389333725,,
0,1019,,0.12725920975208282,,
0,1029,,0.0735665112733841,,
0,1039,,0.03159400820732117,,
0,1049,,0.1340821087360382,,
0,1052,,,0.9174311757087708,0.2193150520324707
0,1052,0.9296797513961792,,,
1,1059,,0.0205184668302536,,
1,1069,,0.023081151768565178,,
1,1079,,0.11501636356115341,,
1,1089,,0.04162444919347763,,
1,1099,,0.10933536291122437,,
1,1109,,0.07219187915325165,,
1,1119,,0.03572908043861389,,
1,1129,,0.013165655545890331,,
1,1139,,0.12534359097480774,,
1,1149,,0.025152921676635742,,
1,1159,,0.21062788367271423,,
1,1169,,0.14144285023212433,,
1,1179,,0.15713897347450256,,
1,1189,,0.14206449687480927,,
1,1199,,0.08555498719215393,,
1,1209,,0.10870354622602463,,
1,1219,,0.07373177260160446,,
1,1229,,0.015520164743065834,,
1,1239,,0.0344000905752182,,
1,1249,,0.05708440765738487,,
1,1259,,0.07359622418880463,,
1,1269,,0.1040525957942009,,
1,1279,,0.12494875490665436,,
1,1289,,0.1255643218755722,,
1,1299,,0.10019034147262573,,
1,1309,,0.05555623769760132,,
1,1319,,0.040994055569171906,,
1,1329,,0.05732514336705208,,
1,1339,,0.06617464125156403,,
1,1349,,0.13824552297592163,,
1,1359,,0.02955682948231697,,
1,1369,,0.06260842829942703,,
1,1379,,0.11385002732276917,,
1,1389,,0.154007688164711,,
1,1399,,0.06805682182312012,,
1,1409,,0.013380467891693115,,
1,1419,,0.06470251828432083,,
1,1429,,0.06118946522474289,,
1,1439,,0.07121658325195312,,
1,1449,,0.08455897867679596,,
1,1459,,0.21460098028182983,,
1,1469,,0.0845658928155899,,
1,1479,,0.1818619817495346,,
1,1489,,0.14425253868103027,,
1,1499,,0.05861291289329529,,
1,1509,,0.0340496227145195,,
1,1519,,0.09375745058059692,,
1,1529,,0.062194012105464935,,
1,1539,,0.04543374478816986,,
1,1549,,0.010121888481080532,,
1,1559,,0.04342833533883095,,
1,1569,,0.07416204363107681,,
1,1579,,0.018551141023635864,,
1,1589,,0.01713654026389122,,
1,1599,,0.24339759349822998,,
1,1609,,0.10885612666606903,,
1,1619,,0.09214504808187485,,
1,1629,,0.06875614821910858,,
1,1639,,0.1016489788889885,,
1,1649,,0.08908703923225403,,
1,1659,,0.10201528668403625,,
1,1669,,0.015533223748207092,,
1,1679,,0.08027074486017227,,
1,1689,,0.04906892031431198,,
1,1699,,0.04455595836043358,,
1,1709,,0.07507629692554474,,
1,1719,,0.11487124860286713,,
1,1729,,0.061961788684129715,,
1,1739,,0.13893583416938782,,
1,1749,,0.0326467826962471,,
1,1759,,0.13052424788475037,,
1,1769,,0.02933204174041748,,
1,1779,,0.0935324877500534,,
1,1789,,0.12483769655227661,,
1,1799,,0.08398827910423279,,
1,1809,,0.12979567050933838,,
1,1819,,0.044929154217243195,,
1,1829,,0.15427300333976746,,
1,1839,,0.19575488567352295,,
1,1849,,0.05479772388935089,,
1,1859,,0.037616536021232605,,
1,1869,,0.041928067803382874,,
1,1879,,0.14719009399414062,,
1,1889,,0.10272795706987381,,
1,1899,,0.03554665297269821,,
1,1909,,0.022678127512335777,,
1,1919,,0.07802581787109375,,
1,1929,,0.05288437753915787,,
1,1939,,0.044635873287916183,,
1,1949,,0.07787351310253143,,
1,1959,,0.18291205167770386,,
1,1969,,0.009049663320183754,,
1,1979,,0.02006315253674984,,
1,1989,,0.09108126908540726,,
1,1999,,0.1420733481645584,,
1,2009,,0.10712044686079025,,
1,2019,,0.11909014731645584,,
1,2029,,0.03497450053691864,,
1,2039,,0.286041259765625,,
