epoch,step,train_acc,train_loss,val_acc,val_loss
0,9,,0.42764216661453247,,
0,19,,0.2500070333480835,,
0,29,,0.323333740234375,,
0,39,,0.24641525745391846,,
0,49,,0.23857025802135468,,
0,59,,0.24102579057216644,,
0,69,,0.2176113873720169,,
0,79,,0.2520308196544647,,
0,89,,0.22269803285598755,,
0,99,,0.19973835349082947,,
0,109,,0.20717568695545197,,
0,119,,0.1721494197845459,,
0,129,,0.41110652685165405,,
0,139,,0.22833910584449768,,
0,149,,0.3331722021102905,,
0,159,,0.2109825611114502,,
0,169,,0.27814915776252747,,
0,179,,0.21581532061100006,,
0,189,,0.19218850135803223,,
0,199,,0.21872985363006592,,
0,209,,0.16298216581344604,,
0,219,,0.10847261548042297,,
0,229,,0.2487553507089615,,
0,239,,0.17303338646888733,,
0,249,,0.22847598791122437,,
0,259,,0.10795615613460541,,
0,269,,0.15488195419311523,,
0,279,,0.22400742769241333,,
0,289,,0.14611637592315674,,
0,299,,0.20916017889976501,,
0,309,,0.24129770696163177,,
0,319,,0.13036322593688965,,
0,329,,0.05927342176437378,,
0,339,,0.2426452338695526,,
0,349,,0.17380325496196747,,
0,359,,0.1807541400194168,,
0,369,,0.12267183512449265,,
0,379,,0.1764102578163147,,
0,389,,0.20855017006397247,,
0,399,,0.15557672083377838,,
0,409,,0.10523183643817902,,
0,419,,0.11483722180128098,,
0,429,,0.14670243859291077,,
0,439,,0.2656332552433014,,
0,449,,0.08408542722463608,,
0,459,,0.14632734656333923,,
0,469,,0.07576806843280792,,
0,479,,0.043467964977025986,,
0,489,,0.179096058011055,,
0,499,,0.13224945962429047,,
0,509,,0.17765788733959198,,
0,519,,0.1600896120071411,,
0,529,,0.2907402515411377,,
0,539,,0.1712290644645691,,
0,549,,0.14660583436489105,,
0,559,,0.0994473472237587,,
0,569,,0.11272411793470383,,
0,579,,0.07294376194477081,,
0,589,,0.06131261587142944,,
0,599,,0.16661429405212402,,
0,609,,0.08266845345497131,,
0,619,,0.15263208746910095,,
0,629,,0.11008845269680023,,
0,639,,0.1609451025724411,,
0,649,,0.2857513427734375,,
0,659,,0.1970595270395279,,
0,669,,0.06285915523767471,,
0,679,,0.16277660429477692,,
0,689,,0.07906418293714523,,
0,699,,0.15302594006061554,,
0,709,,0.20688585937023163,,
0,719,,0.20014409720897675,,
0,729,,0.24038204550743103,,
0,739,,0.20359531044960022,,
0,749,,0.1263747364282608,,
0,759,,0.17241260409355164,,
0,769,,0.12319408357143402,,
0,779,,0.21678327023983002,,
0,789,,0.16227298974990845,,
0,799,,0.09513234347105026,,
0,809,,0.17525871098041534,,
0,819,,0.20903268456459045,,
0,829,,0.2996887266635895,,
0,839,,0.12629863619804382,,
0,849,,0.09147940576076508,,
0,859,,0.23834756016731262,,
0,869,,0.19833949208259583,,
0,879,,0.07899060100317001,,
0,889,,0.10048910975456238,,
0,899,,0.19531360268592834,,
0,909,,0.0853206068277359,,
0,919,,0.20781075954437256,,
0,929,,0.14084991812705994,,
0,939,,0.0819515660405159,,
0,949,,0.1567181795835495,,
0,959,,0.09984797239303589,,
0,969,,0.08400928974151611,,
0,979,,0.10950633883476257,,
0,989,,0.11938914656639099,,
0,999,,0.14131861925125122,,
0,1009,,0.10574278235435486,,
0,1019,,0.04969217628240585,,
0,1029,,0.2968613803386688,,
0,1039,,0.15756069123744965,,
0,1049,,0.194900780916214,,
0,1052,,,0.91399085521698,0.19571717083454132
0,1052,0.9316841959953308,,,
1,1059,,0.0990375280380249,,
1,1069,,0.08933904767036438,,
1,1079,,0.07894176989793777,,
1,1089,,0.12994347512722015,,
1,1099,,0.08657190203666687,,
1,1109,,0.06104984134435654,,
1,1119,,0.1722959280014038,,
1,1129,,0.029444660991430283,,
1,1139,,0.04947563260793686,,
1,1149,,0.08221711218357086,,
1,1159,,0.13716498017311096,,
1,1169,,0.07495199143886566,,
1,1179,,0.04028283804655075,,
1,1189,,0.246028870344162,,
1,1199,,0.04119207710027695,,
1,1209,,0.09873917698860168,,
1,1219,,0.040732983499765396,,
1,1229,,0.14037500321865082,,
1,1239,,0.15905913710594177,,
